URL,STATE,CATEGORY,Name of venue/attraction,Location,PHONE,WEBSITE,EMAIL,M1,M2,HS,H1,V1,OTHERINO,IMG_URL
http://www.australiaforall.com/QLD OUTBACK AREAS  Venues.html,QLD,QLD OUTBACK AREAS  Venues,LONGREACH,,,www.qfom.com.au/,,YES,YES,NO,YES,YES,"LONGREACH - Qantas Founders Museum & Qantas Foundation Memorial CRITERIA The Q.A.N.T.A.S. Founders Museum tells the story of how it all began. The museum is accessible to guests with mobility, vision and hearing impairments via a ramped entrance to the museum.  There is a wheelchair available for hire if required.   The museum has wheelchair accessible toilets and designated disabled parking.  The  museum is made up of a range of displays (videos, audio, interactive displays and cabinets with information and artefacts) allowing those who are vision and hearing impaired to enjoy the museum.  It should be noted that the museum™s videos do not have captions.  Vision impaired guests are welcomed to go on our Jet Tours but it is recommended they be accompanied with a carer.  Only ambulant guests with mobility impairments  are able to access the Jet Tours due to the fact that there are stairs.   Hearing impaired guests are able to go on our Jet Tours and are provided with written commentary of what the tour guide is explaining.",http://www.australiaforall.com/Images/QLD/Qantas Founders Museum  GIFF.gif
http://www.australiaforall.com/QLD OUTBACK AREAS  Venues.html,QLD,QLD OUTBACK AREAS  Venues,Blackdown Tableland National Park via Dingo,Blackdown Tableland National Park via Dingo,,www.epa.qld.gov.au/parks_and_forests/find_a_park_or_forest/blackdown_tableland_national_park/#further_information,city@mtisa.qld.gov.au,YES,YES,NO,NO,YES,"Mount Isa™s Family Fun Park includes the 3000m2 All Abilities Playground.  The playground space is divided into various areas, including water, junior, senior and open play areas.  The accessible water play area includes interactive water features, such as a touch-activated keyboard and animal sound sprays and is suitable for children who use a wheelchair for mobility.   Other park features are a wheelchair accessible Limberty Swing, a double flying fox, bike tracks and a sensory garden. Access to the play elements is by pathways and extensive rubber softfall surfacing.  This family fun park was funded by the Queensland Government, Mount Isa City Council and the Xstrata Mount Isa Mines.",http://www.australiaforall.com/Images/QLD/Blackdown Tableland yaddamen_dhina (140 x 160).jpg
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS Hotel.html,SA,SA ADELAIDE and SURROUNDS Hotel,ADELAIDE,Rockford Adelaide 164 Hindley Street.,08 8211 8255 or toll free:  1800 788 155,www.rockfordadelaide.com.au/,adelaide@rockfordhotels.com.au,YES,YES,NO,NO,NO,"Perfectly located in the vibrant west end, Rockford Adelaide is ideal for business and holiday travellers alike. 5 km from Adelaide Airport the hotel is within walking distance of the Convention Centre, Rundle Mall, Skycity Casino, museums and art galleries. With 68 spacious newly refurbished rooms including two for people with disabilities, this 4 star boutique hotel features an inviting bar and restaurant. Phone: 08 8211 8255 or Toll Free:  1800 788 155 e-mail: adelaide@rockfordhotels.com.au website: http://www.rockfordadelaide.com.au",http://www.australiaforall.com/Images/SA/Rockford Adelaide GIFF.gif
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS Hotel.html,SA,SA ADELAIDE and SURROUNDS Hotel,Hotel Richmond,"128 Rundle Mall, Adelaide 5000",,www.wotif.com/hotel/View?hotel=W1832,,YES,YES,NO,NO,NO,"The Hotel Richmond is located in the heart of Rundle Mall with 30 contemporary designer guest rooms and suites, which include wheelchair accessible rooms €“ it offers the only actual accommodation in the mall. The hotel also boasts a first class restaurant, bar and lounge.     website: http://www.wotif.com/hotel/View?hotel=W1832",http://www.australiaforall.com/Images/SA/Wotif Hotel Richmond.gif
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS  Venues.html,SA,SA ADELAIDE and SURROUNDS  Venues,South Australian Art Gallery North Terrace Adelaide,South Australian Art Gallery North Terrace Adelaide,,www.nationalparks.nsw.gov.au/parks.nsf/ParkContent/N0350?Opendocument&ParkKey=N0350&Type=xo>,,YES,YES,NO,NO,NO, South Australian Art Gallery North Terrace Adelaide CRITERIA     Wheelchair access is available to all areas of the Gallery.  There are  a  number  of  parking  spaces  reserved    for  visitors   with disabilities within  reasonable  proximity  to the  Art   Gallery  are located within the North Terrace precinct.  Wheelchairs can also be  borrowed  whilst  visiting  the  Art Gallery  and  are  available from the North Terrace Desk.  ,http://www.australiaforall.com/Images/SA/Art Gallery SA GIFF.gif
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS  Venues.html,SA,SA ADELAIDE and SURROUNDS  Venues,University of South Australia,University of South Australia,,www.unisa.edu.au/samstagmuseum/,samstagmuseum@unisa.edu.au,YES,YES,NO,NO,NO,"University of South Australia Anne & Gordon Samstag Museum of Art  Hawke Building, City West Campus CRITERIA     As South Australia™s newest Art Museum, the Samstag Museum of Art aims to stimulate, challenge and engage audiences with a programme of diverse and innovative exhibitions.    The museum is fully accessible  to tourists with disabilities.   There is a designated accessible toilet within the museum. The  Museum is committed to ensuring its programs and activities are accessible by wheelchair users. Visitors who have other special requirements should contact the Samstag Museum prior to arrival.",http://www.australiaforall.com/Images/SA/Ann & Gordon Museum GIFF.gif
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS  Venues.html,SA,SA ADELAIDE and SURROUNDS  Venues,"South Australian Maritime Museum 126, Lipson Street","South Australian Maritime Museum 126, Lipson Street",,,,YES,YES,NO,NO,NO,"South Australian Maritime Museum 126, Lipson Street CRITERIA     Close to the sea, in Port Adelaide™s CBD, is the South Australian Maritime Museum. The Museum opened in 1986  and is arguably one of the finest maritime museums in the world.   The Museum&#39;s main gallery is the 1850s Bond Store which houses three floors of interactive exhibitions bringing to life the maritime history of South Australia.   Opening hours: 10am. to 5pm. daily (closed Christmas day).",http://www.australiaforall.com/Images/SA/Maritime Museum GIFF.gif
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS  Venues.html,SA,SA ADELAIDE and SURROUNDS  Venues,National Railway Museum,Lipson Street (South),,,info@nationalrailmuseum.org.au,YES,YES,NO,NO,NO,"National Railway Museum - Lipson Street (South) CRITERIA     Take a journey into railway history at the National Railway Museum, Australia™s largest railway museum with over 100 exhibits representing State, Commonwealth and private railway operators on the three major rail gauges used in Australia.  The museum is completely accessible for wheelchairs and there is an accessible toilet within the museum.",http://www.australiaforall.com/Images/SA/National Railway Museum GIFF.gif
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS  Venues.html,SA,SA ADELAIDE and SURROUNDS  Venues,Cleland Wildlife Park,Adelaide Hills,,www.mildura-deakin.com.au,,YES,YES,NO,NO,NO," Cleland Wildlife Park - Adelaide Hills CRITERIA     Just 12 km from Adelaide City centre, Cleland Conservation Park conserves a vital area of natural bushland on the Adelaide Hills face. The park has evolved to become one of South Australia&#39;s most successful wildlife attractions offering unique opportunities for interaction with many of Australia&#39;s most admired fauna.  ",http://www.australiaforall.com/Images/SA/Cleland GIFF.gif
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS Restaurants.html,SA,SA ADELAIDE and SURROUNDS Restaurants,CENTRAL MARKET,International Food Plaza,,www.mildura-deakin.com.au,,YES,YES,NO,NO,NO,"The Central Market Precinct in the Heart of Adelaide is a diverse mix of over 500 Retail Outlets, Restaurants and Cafes, Bars and Fresh Produce Stalls of which the International Food Plaza is one of them. Accessible unisex toilet facilities are available.    Open Monday to Saturday",http://www.australiaforall.com/Images/SA/Food Plaza GIFF.gif
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS Restaurants.html,SA,SA ADELAIDE and SURROUNDS Restaurants,CRAFERS,"Piccadilly Resaurant, Mount Lofty House",08 8339 6777,www.mtloftyhouse.com.au/restaurant.htm,,YES,YES,NO,NO,NO,"The Piccadilly Restaurant has outstanding views over the Piccadilly Valley, it is wheelchair accessible, and is open seven days a week for breakfast and dinner   Phone:  08 8339 6777  website:http://www.mtloftyhouse.com.au/restaurant.htm",http://www.australiaforall.com/Images/SA/Mt. Lofty resaurant (185 x 145).jpg
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS Restaurants.html,SA,SA ADELAIDE and SURROUNDS Restaurants,ADELAIDE AIRPORT,"Cibo Espresso, Export Park",(08)8234 4059,www.ciboespresso.com.au,,YES,YES,NO,NO,NO,"Cibo Espresso, commonly Cibo, is a caf© and coffee shop. The caf© aims to deliver traditional Italian food made from local ingredients in an Italian atmosphere.  The cafe is wheelchair accessible with a step-less entry.  Designated accessible toilets can be found within the airport precinct. Phone:   (08)8234 4059 website: www.ciboespresso.com.au",http://www.australiaforall.com/Images/SA/CIBO Espresso Adlaide Airport GIFF.gif
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS Restaurants.html,SA,SA ADELAIDE and SURROUNDS Restaurants,BURNSIDE,"Cibo Espresso, Kiosk K101, Burnside Village",(08) 8338 3996,www.ciboespresso.com.au,,YES,YES,NO,NO,NO,"Cibo Espresso, commonly Cibo, is a caf© and coffee shop. The caf© aims to deliver traditional Italian food made from local ingredients in an Italian atmosphere.  The cafe is wheelchair accessible with a step-less entry.  Designated accessible toilets can be found within the Burnside Village precinct.   Phone:   (08) 8338 3996 website: www.ciboespresso.com.au",http://www.australiaforall.com/Images/SA/Cibo Expresso Burnside GIFF.gif
http://www.australiaforall.com/SA ADELAIDE and SURROUNDS Restaurants.html,SA,SA ADELAIDE and SURROUNDS Restaurants,GLENELG,"Cibo Espresso, 15 Moseley Square",,www.ciboespresso.com.au,glenelg@ciboespresso.com.au,YES,YES,NO,NO,NO,"Cibo Espresso, commonly Cibo, is a caf© and coffee shop. The caf© aims to deliver traditional Italian food made from local ingredients in an Italian atmosphere.  The cafe is wheelchair accessible with a step-less entry.  There is a  wheelchair accessible toilet within the store. Phone:   08 8376 0400. e-mail: glenelg@ciboespresso.com.au website: www.ciboespresso.com.au",http://www.australiaforall.com/Images/SA/Cibo Espresso Glenelg GIFF.gif
http://www.australiaforall.com/SA SOUTH EASTERN AREAS Hotel.html,SA,SA SOUTH EASTERN AREAS Hotel,NORMANVILLE,Grand Mercure Links Lady Bay,phone:+61 (8) 85582220,www.canberra.park.hyatt.com>,bookings@linksladybay.com,YES,YES,NO,NO,NO,"Situated on the Fleurieu Peninsula just outside of the coastal township of Normanville, The Links Lady Bay Grand Mercure makes the perfect weekend retreat. Just a scenic one hour drive along Main South Road from Adelaide, The Links Lady Bay Grand Mercure overlooks the stunning coastline of Yankalilla Bay and is surrounded by a true links golf course, rated in Australia's Top 100 Golf Courses by Golf Australia.  There are 2 designated rooms for people with disabilities.   Phone:+61 (8) 85582220   e-mail: bookings@linksladybay.com website: http://www.accorhotels.com.au/6716",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/SA SOUTH EASTERN AREAS  Motel.html,SA,SA SOUTH EASTERN AREAS  Motel,TANUNDA,Barossa Motor Lodge 182 Murray Street.,08 8563 2988,www.barossamotorlodge.com.au/,sales@barossamotorlodge.com.au,YES,NO,NO,NO,NO,"Barossa Motor Lodge is located at Tanunda in the middle of the beautiful Barossa Valley... Surrounded by vineyards and within walking distance of many wineries, the Barossa Motor Lodge is the perfect location for a  weekend getaway.  The Barossa Motor Lodge has 40 guest rooms, 2 of which are accessible to tourists with disabilities. The fully licensed Baccus Restaurant is renowned for fine affordable a la carte cuisine. . The restaurant is open to guests and the public 7 days a week. Phone: 08 8563 2988 e-mail: sales@barossamotorlodge.com.au website: http://www.barossamotorlodge.com.au/",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/SA SOUTH EASTERN AREAS  Motel.html,SA,SA SOUTH EASTERN AREAS  Motel,McLAREN VALE,McLaren Vale Motel & Apartments,(08) 8323 8265,www.tourismvictorharbor.com.au/,info@mclarenvalemotel.com.au,YES,YES,NO,NO,NO,"The McLaren Vale Motel & Apartments are ideally situated as a base for visiting local wineries and beaches or touring the Fleurieu Peninsula in general. It is only 8 kilometres to Moana and Sellick's beach, even less to Maslin nudist beach, or 40 minutes to Hahndorf, Victor Harbor, Goolwa, Cape Jervis, Glenelg, Adelaide and the Casino.   The motel has 25 ground floor units and 12 studio apartments.  There are 2 suites suitable for tourists with disabilities. Phone: (08) 8323 8265 e-mail: info@mclarenvalemotel.com.au website:  www.mclarenvalemotel.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/SA SOUTH EASTERN AREAS  Motel.html,SA,SA SOUTH EASTERN AREAS  Motel,"GOOLWA Goolwa Central Motel 30, Cadell Street","GOOLWA Goolwa Central Motel 30, Cadell Street",+61 8 8555 1155,www.goolwacentralmotel.com.au,,YES,YES,NO,NO,NO,"  GOOLWA  Goolwa Central Motel    30, Cadell Street CRITERIA     The   Goolwa   Central   Motel    has    spacious   accommodation including   facilities   suitable   for   guests  with  disabilities.  The bathroom/ toilet  area  has  grabrails  and  portable shower head. The  licensed  Murphies Inn,  an  Irish restaurant,   is  part  of this motel. The Irish  theme  has  been  carried  throughout the motel.    Phone: +61 8 8555 1155 website: www.goolwacentralmotel.com.au",http://www.australiaforall.com/Images/SA/Goolwa Central Motel GIFF.gif
http://www.australiaforall.com/SA SOUTH EASTERN AREAS  Motel.html,SA,SA SOUTH EASTERN AREAS  Motel,STRATHALBYN,"Strath Motel   4 North Parade, Strathalbyn  ",08 8536 3311,www.strathmotel.com.au/,info@strathmotel.com.au,YES,YES,NO,NO,NO,"This  award winning motel was completed in July 2008. The motel has 23 rooms, including two which are accessible to people with mobility aids.  One room has a king size bed and the other a king size bed and two single beds. There is a step-less entry into the reception The Strath Motel is located about  a 40 minute drive from Adelaide.  In Strathalbyn there are antique shops and many wonderful food cafes where you can dine on delicious foods or stop and chat with the locals.  The wine country of Langhorne Creek is  a 20 minute drive from Strathalbyn Phone: 08 8536 3311 e-mail: info@strathmotel.com.au website: www.strathmotel.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
